time;delta;x0;y0;psi;r
0.0;-0.00878628;-25.137978478897566;-0.06302857300179268;-0.0013458986332981482;0.0
0.02;-0.00878628;-25.103222256196695;-0.063108884336944;-0.0013458986332981482;-0.0021816615649929167
0.04;-0.00878628;-25.068771260519302;-0.06322152979285835;-0.0014331650958978649;-0.0021816615649929167
0.060000000000000005;-0.00878628;-25.034289553816937;-0.06330145226807153;-0.0014331650958978649;0.0
0.08;-0.00878628;-24.99957678575136;-0.06338198315752626;-0.0014331650958978649;0.0
0.1;-0.00844552;-24.964951332032467;-0.06350087149558763;-0.0014331650958978649;0.0
0.12000000000000001;-0.00878628;-24.930270613443216;-0.06360084386212382;-0.0014331650958978649;0.0
0.14;-0.00844552;-24.895720426057782;-0.06351468700392433;-0.0014331650958978649;0.0
0.16;-0.00878628;-24.861008928076437;-0.05773943820822397;-0.0014331650958978649;0.0
0.18000000000000002;-0.00878628;-24.826420481204508;-0.06375323805730086;-0.0014331650958978649;0.0
0.2;-0.00946781;-24.791669343012977;-0.06978685044544501;-0.0014331650958978649;-0.002181661564992906
0.22;-0.00946781;-24.756883262502296;-0.06400613750178727;-0.0015204315584975811;-0.0026304606180883802
0.24000000000000002;-0.00878628;-24.722122610299934;-0.0641438234351993;-0.0015383835206214;0.0017328625118974315
0.26;-0.00810476;-24.687261445993542;-0.05809725506550944;-0.0014511170580216838;-0.0021816615649929167
0.28;-0.00912704;-24.65273092809995;-0.06431080131133494;-0.0016256499832211168;0.0
0.30000000000000004;-0.00878628;-24.618175441660366;-0.06425028186091333;-0.0014511170580216838;0.004363323129985823
0.32;-0.00878628;-24.58357553485731;-0.0703700080233219;-0.0014511170580216838;-0.0021816615649929115
0.34;-0.00878628;-24.548972281508448;-0.06457025934120818;-0.0015383835206214003;-0.0021816615649929115
0.36000000000000004;-0.00810476;-24.514061450132733;-0.06457146556116536;-0.0015383835206214003;0.0
0.38;-0.00946781;-24.47921657160469;-0.06460537722286812;-0.0015383835206214003;-0.0021816615649929115
0.4;-0.00844552;-24.444575283162322;-0.05889238463113624;-0.0016256499832211168;0.0
0.42000000000000004;-0.00878628;-24.410015191084167;-0.052912518042830765;-0.0015383835206214003;0.0021816615649929115
0.44;-0.00878628;-24.37507188733309;-0.06503322968779088;-0.0015383835206214003;-0.0021816615649929115
0.46;-0.00878628;-24.340522968144434;-0.06521464425750383;-0.0016256499832211168;0.0
0.48000000000000004;-0.00878628;-24.306055707574277;-0.07116718731320722;-0.0015383835206214003;0.0021816615649929115
0.5;-0.00946781;-24.27108518956276;-0.05926869737040144;-0.0015383835206214003;-0.004363323129985823
0.52;-0.00878628;-24.23644895796269;-0.05944450728337034;-0.0017129164458208332;0.0
0.54;-0.00878628;-24.20192554998512;-0.06540290809981482;-0.0015383835206214003;0.0021816615649929115
0.56;-0.00844552;-24.167096829246507;-0.06558509401444126;-0.0016256499832211168;-0.0021816615649929115
0.5800000000000001;-0.00878628;-24.132553105678358;-0.07170518097077377;-0.0016256499832211168;0.0021816615649929115
0.6000000000000001;-0.00912704;-24.097924080458117;-0.0657249817128318;-0.0015383835206214003;0.0
0.62;-0.00878628;-24.063151529347923;-0.05982648873960413;-0.0016256499832211168;-0.0021816615649929115
0.64;-0.00878628;-24.02835340216123;-0.059927806420888276;-0.0016256499832211168;0.0
0.66;-0.00878628;-23.993648952518118;-0.059960968110815735;-0.0016256499832211168;-0.004363323129985823
0.68;-0.00878628;-23.95908831804319;-0.06617577784613586;-0.0018001829084205497;-0.0021816615649929115
0.7000000000000001;-0.00878628;-23.92436547433938;-0.0602956822001239;-0.0017129164458208332;0.0
0.7200000000000001;-0.00878628;-23.88972918345839;-0.060429141232034925;-0.0018001829084205497;-0.004812122183081286
0.74;-0.00878628;-23.855231163263532;-0.060580501951974695;-0.0019054013331440847;-0.0004487990530954634
0.76;-0.00878628;-23.820276863800476;-0.0666004219457538;-0.0018181348705443683;0.0
0.78;-0.00878628;-23.785747125794053;-0.06673366126949799;-0.0019054013331440847;-0.0021816615649929115
0.8;-0.00878628;-23.75101083112652;-0.06685369208817561;-0.0019054013331440847;0.0
0.8200000000000001;-0.00878628;-23.71630636059032;-0.06676714057157036;-0.0019054013331440847;-0.0021816615649929115
0.8400000000000001;-0.00912704;-23.681640390343194;-0.06694939413510953;-0.001992667795743801;-0.004812122183081302
0.8600000000000001;-0.00878628;-23.647092418393502;-0.06706222280910051;-0.002097886220467337;-0.002630460618088391
0.88;-0.00878628;-23.612451486954168;-0.06114355949700957;-0.002097886220467337;-0.002181661564992906
0.9;-0.00878628;-23.577627916185158;-0.0612578647084343;-0.002185152683067053;-0.0026304606180883694
0.92;-0.00912704;-23.542904762840724;-0.0673767157954167;-0.0022031046451908716;-0.0004487990530954634
0.9400000000000001;-0.00912704;-23.50843060120017;-0.06137032039496681;-0.0022031046451908716;-0.0026304606180883802
0.9600000000000001;-0.00844552;-23.47384480593377;-0.0674831193603547;-0.002308323069914407;-0.0052609212361767604
0.9800000000000001;-0.00878628;-23.439321481548706;-0.06766407222446247;-0.002413541494637942;-0.001346397159286412
1.0;-0.00878628;-23.404524417422703;-0.06768063822207038;-0.0023621789562858634;-0.0017951962123818753
1.02;-0.00878628;-23.369759484123747;-0.06777323738523715;-0.002485349343133217;-0.0017951962123818645
1.04;-0.00878628;-23.335301062836795;-0.07385788819405985;-0.002433986804781138;-6.233370048443295e-05
1.06;-0.00878628;-23.300666702138805;-0.06795492323741162;-0.0024878426911525944;-0.002692794318572813
1.08;-0.00844552;-23.266114771078044;-0.06812039271181769;-0.0025416985775240505;-0.0009599318066753598
1.1;-0.00878628;-23.23139448714597;-0.06820294312949544;-0.002526239963419609;-0.0018575299128662974
1.12;-0.00878628;-23.197000951211436;-0.06836594687772257;-0.0026159997740387024;-0.002306328965961761
1.1400000000000001;-0.00878628;-23.162431742206866;-0.06844745146629204;-0.0026184931220580793;-0.00012466740096885506
1.1600000000000001;-0.00742323;-23.127831754593085;-0.06850966084257477;-0.0026209864700774566;-0.0005734664540643293
1.1800000000000002;0.00450348;-23.093284506112774;-0.06268996303531114;-0.0026414317802206525;-0.002306328965961772
1.2000000000000002;0.0184748;-23.05838929039581;-0.06278649316571099;-0.0027132396287159275;-0.005772053989756657
1.22;0.02529;-23.02373574964844;-0.06895737917547493;-0.002872313939810919;-0.0031415933716682875
1.24;0.0273346;-22.989288802231847;-0.06899139769150343;-0.002838903363582659;-0.00487445588356573
1.26;0.0283569;-22.95474193533115;-0.06907635246747197;-0.003067292175153548;-0.008340180907360594
1.28;0.0396021;-22.9201430288339;-0.06918864920082424;-0.003172510599877083;-0.0052609212361767604
1.3;0.0542549;-22.88552585516714;-0.06333239544496173;-0.0032777290246006185;-0.007891381854265151
1.32;0.0607294;-22.85120329105952;-0.06343723954672897;-0.003488165874047689;-0.009624244366162594
1.34;0.062774;-22.81665313966463;-0.06347613868131559;-0.0036626987992471223;-0.0118059059311555
1.36;0.0644778;-22.782055198651438;-0.06361411064382994;-0.003960402111293909;-0.01315230309044189
1.3800000000000001;0.0753822;-22.747595132444058;-0.06373023365319029;-0.004188790922864798;-0.011419440578544425
1.4000000000000001;0.0890127;-22.712996710807083;-0.0577657853179691;-0.004417179734435686;-0.01668036181472121
1.4200000000000002;0.095828;-22.67864514324184;-0.06380621744094098;-0.0048560053954536464;-0.01629389646211022
1.4400000000000002;0.0988948;-22.644139186011255;-0.06373240226036922;-0.005068935592920095;-0.015458632056403684
1.4600000000000002;0.0999171;-22.60977290261783;-0.0638718610449766;-0.005474350677709794;-0.021168352345675864
1.48;0.109799;-22.57527003418403;-0.06390075765427762;-0.00591566968674713;-0.020781886993064855
1.5;0.12343;-22.540769089352793;-0.06398404922684806;-0.006305626157432388;-0.022128284152351244
1.52;0.131608;-22.50631980311056;-0.06405669414432436;-0.00680080105284118;-0.027389205388528026
1.54;0.134334;-22.47182122380901;-0.06411372113374283;-0.0074011943729735095;-0.027002740035917017
1.56;0.135356;-22.437425376626496;-0.06411064406411511;-0.00788091065427786;-0.02879793624829883
1.58;0.14592;-22.402981612315553;-0.06435949938965718;-0.008553111822905463;-0.0336100584313801
1.6;0.159551;-22.36843718818009;-0.06441191708535625;-0.009225312991533065;-0.032774794025673674
1.62;0.167388;-22.33418330795265;-0.06440656694009497;-0.00986410358393241;-0.03675165180304848
1.6400000000000001;0.169774;-22.29960647980859;-0.058487160816424515;-0.010695379063655005;-0.038098048962334825
1.6600000000000001;0.171137;-22.265223014981245;-0.0645397858397224;-0.011388025542425803;-0.037262784556628306
1.6800000000000002;0.179996;-22.23089376028688;-0.0644235379177781;-0.012185890445920137;-0.04515416641089342
1.7000000000000002;0.194308;-22.196489490584163;-0.06440470955224446;-0.01319419219886154;-0.04739816167637082
1.7200000000000002;0.202487;-22.16231988279211;-0.06440103171452112;-0.01408181691297497;-0.04483003475876686
1.7400000000000002;0.205554;-22.128302257617996;-0.07038695753210227;-0.014987393589212215;-0.04925569158923717
1.76;0.206235;-22.09401778448305;-0.0704598582388036;-0.01605204457654446;-0.0536813484197074
1.78;0.215095;-22.05949750712904;-0.06439814905599076;-0.01713464752600051;-0.05329488306709617
1.8;0.230089;-22.025213432199802;-0.06447202343802047;-0.018183839899228303;-0.05598767738566904
1.82;0.237926;-21.99106377662165;-0.06459621758878584;-0.019374154621427275;-0.05605001108615362
1.84;0.240311;-21.956714978073443;-0.06447377753420044;-0.020425840342674452;-0.062208530428521376
1.86;0.242015;-21.922512210498503;-0.05865821748243795;-0.021862495838568127;-0.0666341872589915
1.8800000000000001;0.250875;-21.888174641183895;-0.05855429792696766;-0.02309120783303411;-0.06451485939448297
1.9000000000000001;0.265187;-21.85404792611685;-0.05853678602252736;-0.02444309021434745;-0.06849171717185777
1.9200000000000002;0.273025;-21.820154279043635;-0.06449534775267539;-0.025830876519908424;-0.07118451149043056
1.9400000000000002;0.276092;-21.78622416090881;-0.06437225535165425;-0.027290470673964673;-0.07124684519091515
1.9600000000000002;0.277795;-21.75216623790523;-0.07028175216150973;-0.02868075032754503;-0.07522370296828985
1.9800000000000002;0.285633;-21.718141047254715;-0.07026807697457635;-0.030299418792696264;-0.08009815885185559
2.0;0.300286;-21.68409980058405;-0.07011871134154582;-0.031884676681619255;-0.08234215411733303
2.02;0.309146;-21.65012888535748;-0.07005977676192654;-0.03359310495738959;-0.08631901189470775
2.04;0.312212;-21.6160952389489;-0.07012501530640898;-0.035337437157407565;-0.08638134559519216
2.06;0.312894;-21.582164273659586;-0.07007294472959726;-0.03704835878119728;-0.08952293896686019
2.08;0.321072;-21.5480343329734;-0.06398580069806989;-0.038918354716081974;-0.09702785546851429
2.1;0.336066;-21.5141315963448;-0.06395601635539863;-0.04092947299993785;-0.09753898822209438
2.12;0.344244;-21.480249936226045;-0.06381401156388106;-0.04281991424496575;-0.0980501209756743
2.14;0.347652;-21.446406152324364;-0.06367232522518038;-0.04485147783896482;-0.1055550374773284
2.16;0.348333;-21.412562092106047;-0.0636100130664934;-0.047042115744058886;-0.10433330771901088
2.18;0.348674;-21.37907558794242;-0.06942502668141029;-0.04902481014772526;-0.1048444404725908
2.2;0.349015;-21.34544950748419;-0.06927903594192213;-0.05123589336296252;-0.11016769540925211
2.22;0.349696;-21.312027307873358;-0.07521759429647691;-0.05343151796409534;-0.11112762721592719
2.24;0.349356;-21.278333733954874;-0.07513804569374583;-0.05568099845159961;-0.11818374466448561
2.2600000000000002;0.349356;-21.24486815662033;-0.07516586945548777;-0.05815886775067477;-0.12087653898305882
2.2800000000000002;0.349356;-21.211262344453548;-0.07510821322398768;-0.06051606001092196;-0.11875721111855028
2.3000000000000003;0.349696;-21.177331750875183;-0.06912377960857918;-0.06290915619541677;-0.1236316670021161
2.3200000000000003;0.349696;-21.143790103907417;-0.06926413911351073;-0.0654613266910066;-0.12722205942688017
2.3400000000000003;0.349696;-21.110302777959394;-0.06930220105302898;-0.06799803857249198;-0.12818199123355506
2.3600000000000003;0.349696;-21.076830086675127;-0.06931072259634001;-0.0705886063403488;-0.1313235846052231
2.3800000000000003;0.349696;-21.043493986750793;-0.06933239755742959;-0.0732509819567009;-0.1335675798707008
2.4000000000000004;0.349015;-21.010001822295994;-0.06934106814100048;-0.07593130953517684;-0.1358115751361778
2.42;0.349696;-20.976545445484774;-0.06945524547567981;-0.07868344496214802;-0.13414104632476495
2.44;0.349696;-20.943297054018647;-0.07543909756230038;-0.08129695138816743;-0.14164596282641922
2.46;0.349356;-20.9103989864621;-0.08145918122106643;-0.08434928347520479;-0.14478755619808725
2.48;0.349696;-20.87711729166264;-0.0815770800769297;-0.08708845363609093;-0.14266822833357906
2.5;0.349356;-20.844137498165285;-0.08779270384229214;-0.09005601260854795;-0.14754268421714486
2.52;0.349356;-20.811098487734856;-0.08805290975142803;-0.09299016100477672;-0.1458721554057313
2.54;0.349696;-20.777608154916607;-0.0824123800524898;-0.09589089882477721;-0.15029781223620145
2.56;0.349356;-20.7444634921217;-0.08282375895521198;-0.09900207349422478;-0.15517226811976798
2.58;0.349696;-20.710882893500386;-0.07735169121731895;-0.10209778954956793;-0.15350173930835476
2.6;0.349696;-20.677860231082214;-0.0777546118878037;-0.10514214306655897;-0.15837619519192023
2.62;0.349356;-20.644896395260112;-0.07830804437985506;-0.10843283735724474;-0.16106898951049292
2.64;0.349015;-20.61187031037528;-0.07884819014925662;-0.11158490264697869;-0.15939846069908042
2.66;0.349015;-20.578903420076614;-0.07945166362635712;-0.11480877578520796;-0.16164245596455812
2.68;0.349696;-20.54631638144033;-0.08589553709862377;-0.11805060088556102;-0.16343765217693912
2.7;0.349356;-20.513855185972325;-0.09247830285810393;-0.12134628187228552;-0.16394878493051904
